Annee;Diplôme;Numéro de l'établissement;Etablissement;Code de l'académie;Académie;Code du domaine;Domaine;Code de la discipline;Discipline;situation;Taux d'insertion;% emplois stables;% emplois à  temps plein;Salaire brut annuel estimé;% de diplômés boursiers;% emplois cadre;% emplois extérieurs à  la région de l'université;% femmes;cle_ETAB;cle_DISC
2010;MASTER LMD;0870669E;Limoges;A22;Limoges;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;86;53;89;ns;29.00;97;73;nd;Limoges_30;disc07_30
2014;LICENCE PRO;0542493S;Lorraine;A12;Nancy-Metz;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;90;68;87;ns;22.00;97;73;71;Lorraine_30;disc10_30
2014;LICENCE PRO;0542493S;Lorraine;A12;Nancy-Metz;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;77;48;94;ns;22.00;97;73;71;Lorraine_18;disc10_18
2011;MASTER LMD;0691774D;Lyon 1 - Claude Bernard;A10;Lyon;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;98;88;100;32600;25.00;97;73;5;Lyon 1 - Claude Bernard_30;disc16_30
2010;MASTER LMD;0341087X;Montpellier 1;A11;Montpellier;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;83;71;74;ns;29.00;97;72;nd;Montpellier 1_30;disc17_30
2010;MASTER LMD;0440984F;Nantes;A17;Nantes;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;95;90;100;31200;31.00;97;72;nd;Nantes_30;disc16_30
2013;LICENCE PRO;0440984F;Nantes;A17;Nantes;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;88;62;86;ns;20.00;97;72;66;Nantes_30;disc07_30
2013;LICENCE PRO;0440984F;Nantes;A17;Nantes;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;76;35;93;ns;20.00;97;72;66;Nantes_18;disc07_18
2013;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;83;54;53;ns;26.00;97;72;90;Nice - Sophia-Antipolis_30;disc09_30
2013;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;SHS;Sciences humaines et sociales;disc09;Psychologie;18 mois après le diplôme;75;ns;ns;ns;26.00;97;72;90;Nice - Sophia-Antipolis_18;disc09_18
2011;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;90;89;95;ns;25.00;97;72;71;Nice - Sophia-Antipolis_30;disc05_30
2014;LICENCE PRO;0931238R;Paris 13 - Paris Nord;A24;Créteil;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;95;82;100;29000;32.00;97;72;4;Paris 13 - Paris Nord_30;disc15_30
2014;LICENCE PRO;0931238R;Paris 13 - Paris Nord;A24;Créteil;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;98;68;95;27400;32.00;97;72;4;Paris 13 - Paris Nord_18;disc15_18
2012;MASTER LMD;0751723R;Paris 7 - Denis Diderot;A01;Paris;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;83;71;51;ns;22.00;97;72;92;Paris 7 - Denis Diderot_30;disc09_30
2012;MASTER LMD;0751723R;Paris 7 - Denis Diderot;A01;Paris;SHS;Sciences humaines et sociales;disc09;Psychologie;18 mois après le diplôme;86;50;42;ns;22.00;97;72;92;Paris 7 - Denis Diderot_18;disc09_18
2012;MASTER LMD;0931827F;Paris 8 - Vincennes Saint-Denis;A24;Créteil;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;90;50;79;ns;29.00;97;72;92;Paris 8 - Vincennes Saint-Denis_30;disc09_30
2012;MASTER LMD;0931827F;Paris 8 - Vincennes Saint-Denis;A24;Créteil;SHS;Sciences humaines et sociales;disc09;Psychologie;18 mois après le diplôme;89;44;50;ns;29.00;97;72;92;Paris 8 - Vincennes Saint-Denis_18;disc09_18
2013;LICENCE PRO;0751721N;Paris René Descartes;A01;Paris;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;100;65;93;22600;10.00;97;72;79;Paris René Descartes_30;disc07_30
2013;LICENCE PRO;0751721N;Paris René Descartes;A01;Paris;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;98;65;85;23400;10.00;97;72;79;Paris René Descartes_18;disc07_18
2014;MASTER LMD;0772502B;Paris-Est Marne-la-Vallée;A24;Créteil;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;93;76;97;30400;14.00;97;72;71;Paris-Est Marne-la-Vallée_18;disc10_18
2014;MASTER LMD;0772502B;Paris-Est Marne-la-Vallée;A24;Créteil;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;90;84;97;32800;14.00;97;72;71;Paris-Est Marne-la-Vallée_30;disc10_30
2010;MASTER LMD;0640251A;Pau - Pays de l'Adour;A04;Bordeaux;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;79;33;85;ns;33.00;97;72;nd;Pau - Pays de l'Adour_30;disc07_30
2011;MASTER LMD;0860856N;Poitiers;A13;Poitiers;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;90;76;97;29600;32.00;97;72;24;Poitiers_30;disc17_30
2012;MASTER LMD;0350936C;Rennes 1;A14;Rennes;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;90;68;100;34000;28.00;97;72;31;Rennes 1_30;disc14_30
2012;MASTER LMD;0350936C;Rennes 1;A14;Rennes;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;88;69;100;31200;28.00;96;72;31;Rennes 1_18;disc14_18
2014;MASTER LMD;0761904G;Rouen;A21;Rouen;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;93;44;97;26000;30.00;96;72;57;Rouen_30;disc13_30
2014;MASTER LMD;0761904G;Rouen;A21;Rouen;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;90;24;100;24300;30.00;96;72;57;Rouen_18;disc13_18
2012;MASTER LMD;0673021V;Strasbourg;A15;Strasbourg;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;91;46;85;ns;23.00;96;72;78;Strasbourg_18;disc11_18
2013;MASTER LMD;0673021V;Strasbourg;A15;Strasbourg;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;77;53;ns;ns;23.00;96;72;63;Strasbourg_18;disc05_18
2014;MASTER LMD;0673021V;Strasbourg;A15;Strasbourg;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;98;88;98;35000;26.00;96;72;11;Strasbourg_30;disc16_30
2013;MASTER LMD;0673021V;Strasbourg;A15;Strasbourg;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;79;57;97;ns;23.00;96;72;63;Strasbourg_30;disc05_30
2012;MASTER LMD;0673021V;Strasbourg;A15;Strasbourg;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;90;50;84;ns;23.00;96;72;78;Strasbourg_30;disc11_30
2014;MASTER LMD;0673021V;Strasbourg;A15;Strasbourg;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;88;89;100;33000;26.00;96;72;11;Strasbourg_18;disc16_18
2010;MASTER LMD;0311383K;Toulouse - Jean Jaures;A16;Toulouse;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;95;50;87;26200;38.00;95;72;nd;Toulouse - Jean Jaures_30;disc08_30
2011;MASTER LMD;0311382J;Toulouse 1 - Capitole;A16;Toulouse;DEG;Droit, économie et gestion;disc03;Economie;30 mois après le diplôme;83;86;89;33600;31.00;95;72;40;Toulouse 1 - Capitole_30;disc03_30
2011;MASTER LMD;0311382J;Toulouse 1 - Capitole;A16;Toulouse;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;98;100;100;33900;31.00;95;72;43;Toulouse 1 - Capitole_30;disc16_30
2012;MASTER ENS;0311384L;Toulouse 3 - Paul Sabatier;A16;Toulouse;MEEF;Masters enseignement;disc18;Masters enseignement;30 mois après le diplôme;100;98;100;29600;29.00;95;71;50;Toulouse 3 - Paul Sabatier_30;disc18_30
2012;MASTER ENS;0311384L;Toulouse 3 - Paul Sabatier;A16;Toulouse;MEEF;Masters enseignement;disc18;Masters enseignement;18 mois après le diplôme;100;98;100;28100;29.00;95;71;50;Toulouse 3 - Paul Sabatier_18;disc18_18
2012;MASTER LMD;0370800U;Tours - François Rabelais;A18;Orléans-Tours;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;83;35;97;ns;27.00;95;71;71;Tours - François Rabelais_18;disc13_18
2012;MASTER LMD;0370800U;Tours - François Rabelais;A18;Orléans-Tours;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;81;65;97;ns;27.00;95;71;71;Tours - François Rabelais_30;disc13_30
2014;MASTER LMD;0781944P;Versailles Saint-Quentin-en-Yvelines;A25;Versailles;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;98;98;100;ns;8.00;95;71;7;Versailles Saint-Quentin-en-Yvelines_18;disc16_18
2014;MASTER LMD;0781944P;Versailles Saint-Quentin-en-Yvelines;A25;Versailles;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;95;95;100;ns;8.00;95;71;7;Versailles Saint-Quentin-en-Yvelines_30;disc16_30
2013;LICENCE PRO;0134009M;Aix-Marseille;A02;Aix-Marseille;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;85;61;95;23500;19.00;95;71;51;Aix-Marseille_18;disc11_18
2013;LICENCE PRO;0134009M;Aix-Marseille;A02;Aix-Marseille;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;91;82;95;25600;19.00;95;71;51;Aix-Marseille_30;disc11_30
2013;LICENCE PRO;0801344B;Amiens - Picardie Jules-Verne;A20;Amiens;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;91;82;97;27000;34.00;95;71;9;Amiens - Picardie Jules-Verne_30;disc16_30
2013;LICENCE PRO;0801344B;Amiens - Picardie Jules-Verne;A20;Amiens;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;81;66;100;23700;34.00;95;71;9;Amiens - Picardie Jules-Verne_18;disc16_18
2013;LICENCE PRO;0490970N;Angers;A17;Nantes;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;91;43;79;ns;25.00;95;71;66;Angers_18;disc07_18
2013;LICENCE PRO;0490970N;Angers;A17;Nantes;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;93;72;84;ns;25.00;95;71;66;Angers_30;disc07_30
2010;MASTER LMD;0623957P;Artois;A09;Lille;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;91;95;100;32000;42.00;95;71;nd;Artois_30;disc15_30
2014;MASTER LMD;0840685N;Avignon;A02;Aix-Marseille;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;88;63;84;ns;33.00;95;71;76;Avignon_30;disc07_30
2014;MASTER LMD;0840685N;Avignon;A02;Aix-Marseille;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;68;47;ns;ns;33.00;95;71;76;Avignon_18;disc07_18
2011;MASTER LMD;0251215K;Besançon - Franche-Comté;A03;Besançon;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;81;37;78;ns;33.00;95;71;79;Besançon - Franche-Comté_30;disc06_30
2014;LICENCE PRO;0333298F;Bordeaux;A04;Bordeaux;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;86;79;100;25000;22.00;95;71;43;Bordeaux_30;disc14_30
2014;LICENCE PRO;0333298F;Bordeaux;A04;Bordeaux;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;92;42;95;25000;22.00;95;71;43;Bordeaux_18;disc14_18
2013;MASTER LMD;0290346U;Brest - Bretagne occidentale;A14;Rennes;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;91;53;97;26600;37.00;95;71;72;Brest - Bretagne occidentale_18;disc02_18
2014;MASTER LMD;0290346U;Brest - Bretagne occidentale;A14;Rennes;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;74;25;94;ns;38.00;95;71;65;Brest - Bretagne occidentale_18;disc11_18
2013;MASTER LMD;0290346U;Brest - Bretagne occidentale;A14;Rennes;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;88;71;100;28300;37.00;95;71;72;Brest - Bretagne occidentale_30;disc02_30
2014;MASTER LMD;0290346U;Brest - Bretagne occidentale;A14;Rennes;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;81;49;94;ns;38.00;94;71;65;Brest - Bretagne occidentale_30;disc11_30
2014;LICENCE PRO;0730858L;Chambéry - Savoie;A08;Grenoble;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;90;41;88;ns;10.00;94;71;76;Chambéry - Savoie_18;disc05_18
2014;LICENCE PRO;0730858L;Chambéry - Savoie;A08;Grenoble;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;93;68;83;ns;10.00;94;71;76;Chambéry - Savoie_30;disc05_30
2012;MASTER LMD;0631525R;Clermont-Ferrand 2 - Blaise Pascal;A06;Clermont-Ferrand;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;83;25;84;ns;41.00;94;71;64;Clermont-Ferrand 2 - Blaise Pascal_18;disc08_18
2012;MASTER LMD;0631525R;Clermont-Ferrand 2 - Blaise Pascal;A06;Clermont-Ferrand;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;91;33;87;ns;41.00;94;71;64;Clermont-Ferrand 2 - Blaise Pascal_30;disc08_30
2013;MASTER LMD;7200664J;Corse - Pasquale Paoli;A27;Corse;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;86;68;92;ns;28.00;94;71;37;Corse - Pasquale Paoli_30;disc12_30
2013;MASTER LMD;7200664J;Corse - Pasquale Paoli;A27;Corse;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;75;53;97;ns;28.00;94;70;37;Corse - Pasquale Paoli_18;disc12_18
2010;MASTER LMD;0911975C;Evry Val-d'Essonne;A25;Versailles;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;91;72;92;23600;20.00;94;70;nd;Evry Val-d'Essonne_30;disc02_30
2014;MASTER LMD;0383493R;Grenoble Alpes;A08;Grenoble;SHS;Sciences humaines et sociales;disc09;Psychologie;18 mois après le diplôme;91;30;59;ns;35.00;94;70;97;Grenoble Alpes_18;disc09_18
2014;MASTER LMD;0383493R;Grenoble Alpes;A08;Grenoble;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;98;50;61;ns;35.00;94;70;97;Grenoble Alpes_30;disc09_30
2013;MASTER LMD;0171463Y;La Rochelle;A13;Poitiers;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;93;65;95;26400;50.00;94;70;46;La Rochelle_30;disc13_30
2013;MASTER LMD;0171463Y;La Rochelle;A13;Poitiers;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;88;68;100;26400;50.00;94;70;46;La Rochelle_18;disc13_18
2014;LICENCE PRO;0720916E;Le Mans Université;A17;Nantes;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;100;88;100;25700;24.00;94;70;9;Le Mans Université_30;disc15_30
2014;LICENCE PRO;0720916E;Le Mans Université;A17;Nantes;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;ns;ns;ns;ns;24.00;94;70;9;Le Mans Université_18;disc15_18
2014;LICENCE PRO;0593559Y;Lille 1 - Sciences technologies;A09;Lille;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;91;85;100;25700;19.00;94;70;65;Lille 1 - Sciences technologies_30;disc05_30
2014;LICENCE PRO;0593559Y;Lille 1 - Sciences technologies;A09;Lille;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;98;90;100;24200;19.00;94;70;2;Lille 1 - Sciences technologies_30;disc16_30
2014;LICENCE PRO;0593559Y;Lille 1 - Sciences technologies;A09;Lille;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;93;83;100;22900;19.00;94;70;2;Lille 1 - Sciences technologies_18;disc16_18
2014;LICENCE PRO;0593559Y;Lille 1 - Sciences technologies;A09;Lille;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;91;60;98;ns;19.00;93;70;65;Lille 1 - Sciences technologies_18;disc05_18
2014;LICENCE PRO;0593561A;Lille 3 - Charles-de-Gaulle;A09;Lille;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;70;63;93;ns;26.00;93;70;66;Lille 3 - Charles-de-Gaulle_30;disc07_30
2014;LICENCE PRO;0593561A;Lille 3 - Charles-de-Gaulle;A09;Lille;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;69;33;80;ns;26.00;93;70;66;Lille 3 - Charles-de-Gaulle_18;disc07_18
2012;MASTER LMD;0595964M;Littoral - Côte d'Opale;A09;Lille;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;88;66;97;26100;20.00;93;70;58;Littoral - Côte d'Opale_30;disc17_30
2012;MASTER LMD;0595964M;Littoral - Côte d'Opale;A09;Lille;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;82;43;86;24900;20.00;93;69;58;Littoral - Côte d'Opale_18;disc17_18
2013;MASTER LMD;0542493S;Lorraine;A12;Nancy-Metz;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;83;48;91;23400;32.00;93;69;44;Lorraine_30;disc08_30
2013;MASTER LMD;0542493S;Lorraine;A12;Nancy-Metz;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;78;30;73;ns;32.00;93;69;44;Lorraine_18;disc08_18
2012;MASTER LMD;0542493S;Lorraine;A12;Nancy-Metz;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;88;45;79;ns;30.00;93;69;51;Lorraine_30;disc11_30
2012;MASTER LMD;0542493S;Lorraine;A12;Nancy-Metz;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;82;43;80;ns;30.00;93;69;51;Lorraine_18;disc11_18
2014;MASTER LMD;0691775E;Lyon 2 - Lumière;A10;Lyon;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;95;82;100;28100;29.00;93;69;32;Lyon 2 - Lumière_18;disc12_18
2012;MASTER LMD;0691775E;Lyon 2 - Lumière;A10;Lyon;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;69;55;81;ns;29.00;93;69;81;Lyon 2 - Lumière_18;disc10_18
2012;MASTER LMD;0691775E;Lyon 2 - Lumière;A10;Lyon;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;84;67;78;ns;29.00;93;69;81;Lyon 2 - Lumière_30;disc10_30
2014;MASTER LMD;0691775E;Lyon 2 - Lumière;A10;Lyon;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;100;86;100;31800;29.00;93;69;32;Lyon 2 - Lumière_30;disc16_30
2014;MASTER LMD;0691775E;Lyon 2 - Lumière;A10;Lyon;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;100;86;100;31800;29.00;93;69;32;Lyon 2 - Lumière_30;disc12_30
2014;MASTER LMD;0691775E;Lyon 2 - Lumière;A10;Lyon;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;95;82;100;28100;29.00;93;69;32;Lyon 2 - Lumière_18;disc16_18
2013;MASTER LMD;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;98;69;45;ns;53.00;93;69;86;Montpellier 3 - Paul-Valéry_30;disc09_30
2013;MASTER LMD;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;SHS;Sciences humaines et sociales;disc09;Psychologie;18 mois après le diplôme;74;52;55;ns;53.00;93;69;86;Montpellier 3 - Paul-Valéry_18;disc09_18
2013;MASTER LMD;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;77;43;81;ns;53.00;93;69;61;Montpellier 3 - Paul-Valéry_18;disc08_18
2013;MASTER LMD;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;81;40;74;ns;53.00;93;69;61;Montpellier 3 - Paul-Valéry_30;disc08_30
2014;LICENCE PRO;0301687W;Nîmes;A11;Montpellier;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;98;86;100;24400;34.00;93;69;72;Nîmes_30;disc12_30
2014;LICENCE PRO;0301687W;Nîmes;A11;Montpellier;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;93;74;98;ns;34.00;93;69;72;Nîmes_18;disc12_18
2011;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;84;78;97;ns;25.00;92;69;44;Nice - Sophia-Antipolis_30;disc13_30
2011;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;95;100;100;38700;25.00;92;69;14;Nice - Sophia-Antipolis_30;disc16_30
2014;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;DEG;Droit, économie et gestion;disc03;Economie;18 mois après le diplôme;83;80;97;ns;28.00;92;69;60;Nice - Sophia-Antipolis_18;disc03_18
2014;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;DEG;Droit, économie et gestion;disc03;Economie;30 mois après le diplôme;86;100;97;ns;28.00;92;69;60;Nice - Sophia-Antipolis_30;disc03_30
2013;LICENCE PRO;0060931E;Nice - Sophia-Antipolis;A23;Nice;DEG;Droit, économie et gestion;disc03;Economie;30 mois après le diplôme;91;67;100;24200;21.00;92;69;88;Nice - Sophia-Antipolis_30;disc03_30
2013;LICENCE PRO;0060931E;Nice - Sophia-Antipolis;A23;Nice;DEG;Droit, économie et gestion;disc03;Economie;18 mois après le diplôme;90;62;100;22000;21.00;92;69;88;Nice - Sophia-Antipolis_18;disc03_18
2012;MASTER LMD;0450855K;Orléans;A18;Orléans-Tours;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;84;50;81;ns;27.00;92;69;76;Orléans_18;disc06_18
2012;MASTER LMD;0450855K;Orléans;A18;Orléans-Tours;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;88;63;89;ns;27.00;92;69;76;Orléans_30;disc06_30
2012;MASTER ENS;0911101C;Paris 11 - Paris Sud;A25;Versailles;MEEF;Masters enseignement;disc18;Masters enseignement;30 mois après le diplôme;100;95;96;29400;23.00;92;69;65;Paris 11 - Paris Sud_30;disc18_30
2012;MASTER LMD;0911101C;Paris 11 - Paris Sud;A25;Versailles;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;88;59;97;31700;24.00;92;69;58;Paris 11 - Paris Sud_18;disc04_18
2012;MASTER LMD;0911101C;Paris 11 - Paris Sud;A25;Versailles;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;93;85;100;35800;24.00;92;69;58;Paris 11 - Paris Sud_30;disc04_30
2012;MASTER ENS;0911101C;Paris 11 - Paris Sud;A25;Versailles;MEEF;Masters enseignement;disc18;Masters enseignement;18 mois après le diplôme;100;93;94;28100;23.00;92;69;65;Paris 11 - Paris Sud_18;disc18_18
2014;LICENCE PRO;0931238R;Paris 13 - Paris Nord;A24;Créteil;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;84;78;92;ns;32.00;92;69;53;Paris 13 - Paris Nord_30;disc07_30
2014;LICENCE PRO;0931238R;Paris 13 - Paris Nord;A24;Créteil;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;80;60;85;ns;32.00;92;69;53;Paris 13 - Paris Nord_18;disc07_18
2012;MASTER LMD;0751720M;Paris 4 - Sorbonne;A01;Paris;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;73;59;97;ns;18.00;92;69;62;Paris 4 - Sorbonne_18;disc08_18
2012;MASTER LMD;0751720M;Paris 4 - Sorbonne;A01;Paris;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;93;63;92;30700;18.00;92;69;62;Paris 4 - Sorbonne_30;disc08_30
2011;MASTER LMD;0931827F;Paris 8 - Vincennes Saint-Denis;A24;Créteil;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;93;68;100;28700;30.00;92;69;74;Paris 8 - Vincennes Saint-Denis_30;disc10_30
2012;MASTER LMD;0921204J;Paris Ouest Nanterre La Défense;A25;Versailles;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;91;54;90;23400;23.00;92;68;90;Paris Ouest Nanterre La Défense_18;disc10_18
2012;MASTER LMD;0921204J;Paris Ouest Nanterre La Défense;A25;Versailles;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;83;83;89;ns;23.00;92;68;37;Paris Ouest Nanterre La Défense_18;disc12_18
2012;MASTER LMD;0921204J;Paris Ouest Nanterre La Défense;A25;Versailles;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;93;88;90;29600;23.00;92;68;37;Paris Ouest Nanterre La Défense_30;disc12_30
2012;MASTER LMD;0921204J;Paris Ouest Nanterre La Défense;A25;Versailles;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;98;71;93;23700;23.00;92;68;90;Paris Ouest Nanterre La Défense_30;disc10_30
2014;MASTER LMD;0921204J;Paris Ouest Nanterre La Défense;A25;Versailles;SHS;Sciences humaines et sociales;disc09;Psychologie;18 mois après le diplôme;95;60;74;ns;23.00;91;68;83;Paris Ouest Nanterre La Défense_18;disc09_18
