Annee;Diplôme;Numéro de l'établissement;Etablissement;Code de l'académie;Académie;Code du domaine;Domaine;Code de la discipline;Discipline;situation;Taux d'insertion;% emplois stables;% emplois à  temps plein;Salaire brut annuel estimé;% de diplômés boursiers;% emplois cadre;% emplois extérieurs à  la région de l'université;% femmes;cle_ETAB;cle_DISC
2013;MASTER LMD;0350936C;Rennes 1;A14;Rennes;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;99;93;100;30800;26.00;62;46;16;Rennes 1_30;disc16_30
2013;MASTER LMD;0350937D;Rennes 2 - Haute Bretagne;A14;Rennes;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;73;36;85;22900;47.00;62;46;67;Rennes 2 - Haute Bretagne_18;disc11_18
2013;MASTER LMD;0350937D;Rennes 2 - Haute Bretagne;A14;Rennes;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;86;31;90;23400;47.00;62;46;67;Rennes 2 - Haute Bretagne_30;disc11_30
2013;MASTER LMD;0673021V;Strasbourg;A15;Strasbourg;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;87;47;95;26500;23.00;62;46;52;Strasbourg_30;disc13_30
2013;MASTER LMD;0673021V;Strasbourg;A15;Strasbourg;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;75;31;91;25000;23.00;62;46;52;Strasbourg_18;disc13_18
2010;MASTER LMD;0311384L;Toulouse 3 - Paul Sabatier;A16;Toulouse;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;99;84;97;31300;33.00;62;46;nd;Toulouse 3 - Paul Sabatier_30;disc14_30
2013;LICENCE PRO;0490970N;Angers;A17;Nantes;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;86;47;93;22700;25.00;62;46;40;Angers_18;disc13_18
2013;LICENCE PRO;0490970N;Angers;A17;Nantes;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;88;71;100;23400;25.00;62;46;40;Angers_30;disc13_30
2012;MASTER LMD;0623957P;Artois;A09;Lille;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;82;66;97;27800;38.00;62;46;43;Artois_18;disc01_18
2012;MASTER LMD;0623957P;Artois;A09;Lille;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;88;78;100;29000;38.00;62;46;43;Artois_30;disc01_30
2013;MASTER LMD;0251215K;Besançon - Franche-Comté;A03;Besançon;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;75;46;74;24200;32.00;62;46;63;Besançon - Franche-Comté_18;disc07_18
2013;MASTER LMD;0251215K;Besançon - Franche-Comté;A03;Besançon;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;85;61;79;25700;32.00;62;46;63;Besançon - Franche-Comté_30;disc07_30
2011;MASTER ENS;0251215K;Besançon - Franche-Comté;A03;Besançon;MEEF;Masters enseignement;disc20;Masters enseignement : second degré, CPE...;30 mois après le diplôme;99;91;92;28900;33.00;62;46;67;Besançon - Franche-Comté_30;disc20_30
2013;MASTER LMD;0333298F;Bordeaux;A04;Bordeaux;DEG;Droit, économie et gestion;disc03;Economie;18 mois après le diplôme;93;49;ns;ns;28.00;62;46;36;Bordeaux_18;disc03_18
2014;MASTER LMD;0333298F;Bordeaux;A04;Bordeaux;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;94;68;58;26400;27.00;62;46;86;Bordeaux_30;disc09_30
2013;MASTER LMD;0333298F;Bordeaux;A04;Bordeaux;DEG;Droit, économie et gestion;disc03;Economie;30 mois après le diplôme;99;72;100;30800;28.00;62;46;36;Bordeaux_30;disc03_30
2014;MASTER LMD;0333298F;Bordeaux;A04;Bordeaux;SHS;Sciences humaines et sociales;disc09;Psychologie;18 mois après le diplôme;89;47;47;ns;27.00;62;46;86;Bordeaux_18;disc09_18
2011;MASTER LMD;0333298F;Bordeaux;A04;Bordeaux;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;89;66;92;28100;25.00;62;46;57;Bordeaux_30;disc02_30
2014;MASTER LMD;0632035V;Clermont Auvergne;A06;Clermont-Ferrand;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;73;40;96;25100;36.00;62;46;66;Clermont Auvergne_18;disc13_18
2014;MASTER LMD;0632035V;Clermont Auvergne;A06;Clermont-Ferrand;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;79;63;93;25400;36.00;62;46;66;Clermont Auvergne_30;disc13_30
2012;MASTER LMD;0381838S;Grenoble 1 - Joseph Fourier;A08;Grenoble;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;80;49;93;27700;33.00;62;46;54;Grenoble 1 - Joseph Fourier_18;disc13_18
2012;MASTER LMD;0381838S;Grenoble 1 - Joseph Fourier;A08;Grenoble;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;85;67;98;28800;33.00;62;46;54;Grenoble 1 - Joseph Fourier_30;disc13_30
2012;MASTER LMD;0171463Y;La Rochelle;A13;Poitiers;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;90;89;100;30500;50.00;62;46;6;La Rochelle_18;disc15_18
2012;MASTER LMD;0171463Y;La Rochelle;A13;Poitiers;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;94;93;100;31200;50.00;62;46;6;La Rochelle_30;disc15_30
2014;MASTER LMD;0593559Y;Lille 1 - Sciences technologies;A09;Lille;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;88;55;95;30000;24.00;62;46;26;Lille 1 - Sciences technologies_18;disc15_18
2014;MASTER LMD;0593559Y;Lille 1 - Sciences technologies;A09;Lille;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;89;89;95;32700;24.00;62;46;26;Lille 1 - Sciences technologies_30;disc15_30
2010;MASTER LMD;0542493S;Lorraine;A12;Nancy-Metz;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;89;61;59;26100;33.00;62;46;nd;Lorraine_30;disc09_30
2012;MASTER LMD;0542493S;Lorraine;A12;Nancy-Metz;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;95;50;97;26800;30.00;62;46;60;Lorraine_18;disc17_18
2012;MASTER LMD;0542493S;Lorraine;A12;Nancy-Metz;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;92;65;98;29600;30.00;62;46;60;Lorraine_30;disc17_30
2013;MASTER LMD;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;82;63;81;23200;53.00;62;46;77;Montpellier 3 - Paul-Valéry_30;disc06_30
2013;MASTER LMD;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;83;40;71;21800;53.00;62;46;77;Montpellier 3 - Paul-Valéry_18;disc06_18
2011;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;94;82;97;30800;25.00;62;46;64;Nice - Sophia-Antipolis_30;disc02_30
2014;MASTER ENS;0450855K;Orléans;A18;Orléans-Tours;;;;;30 mois après le diplôme;96;92;91;27900;37.00;62;46;83;Orléans_30;_30
2014;MASTER ENS;0450855K;Orléans;A18;Orléans-Tours;;;;;18 mois après le diplôme;97;93;99;26500;37.00;62;46;83;Orléans_18;_18
2013;MASTER LMD;0931238R;Paris 13 - Paris Nord;A24;Créteil;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;89;48;87;25000;31.00;62;46;79;Paris 13 - Paris Nord_18;disc10_18
2013;MASTER LMD;0931238R;Paris 13 - Paris Nord;A24;Créteil;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;89;73;92;26200;31.00;62;46;79;Paris 13 - Paris Nord_30;disc10_30
2011;MASTER LMD;0860856N;Poitiers;A13;Poitiers;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;89;73;95;29600;32.00;61;46;60;Poitiers_30;disc13_30
2012;MASTER LMD;0350937D;Rennes 2 - Haute Bretagne;A14;Rennes;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;79;42;91;26100;45.00;61;46;54;Rennes 2 - Haute Bretagne_30;disc11_30
2012;MASTER LMD;0350937D;Rennes 2 - Haute Bretagne;A14;Rennes;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;71;39;89;24000;45.00;61;46;54;Rennes 2 - Haute Bretagne_18;disc11_18
2013;LICENCE PRO;0673021V;Strasbourg;A15;Strasbourg;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;89;68;93;ns;13.00;61;46;20;Strasbourg_18;disc16_18
2013;LICENCE PRO;0673021V;Strasbourg;A15;Strasbourg;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;97;73;94;25400;13.00;61;46;20;Strasbourg_30;disc16_30
2011;MASTER LMD;0134009M;Aix-Marseille;A02;Aix-Marseille;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;93;83;95;30400;29.00;61;46;37;Aix-Marseille_30;disc14_30
2011;MASTER LMD;0134009M;Aix-Marseille;A02;Aix-Marseille;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;90;73;91;29600;29.00;61;46;58;Aix-Marseille_30;disc17_30
2011;MASTER LMD;0801344B;Amiens - Picardie Jules-Verne;A20;Amiens;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;92;78;97;27300;32.00;61;45;54;Amiens - Picardie Jules-Verne_30;disc12_30
2013;MASTER LMD;0490970N;Angers;A17;Nantes;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;90;48;65;23900;33.00;61;45;80;Angers_30;disc07_30
2013;MASTER LMD;0490970N;Angers;A17;Nantes;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;89;28;66;21800;33.00;61;45;80;Angers_18;disc07_18
2013;MASTER LMD;0561718N;Bretagne-Sud;A14;Rennes;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;88;92;100;32900;28.00;61;45;11;Bretagne-Sud_30;disc15_30
2013;MASTER LMD;0561718N;Bretagne-Sud;A14;Rennes;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;90;81;100;nd;28.00;61;45;11;Bretagne-Sud_18;disc15_18
2012;MASTER LMD;0561718N;Bretagne-Sud;A14;Rennes;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;96;77;99;25400;34.00;61;45;58;Bretagne-Sud_18;disc01_18
2012;MASTER LMD;0561718N;Bretagne-Sud;A14;Rennes;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;93;87;100;30100;34.00;61;45;58;Bretagne-Sud_30;disc01_30
2013;MASTER LMD;0911975C;Evry Val-d'Essonne;A25;Versailles;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;84;84;97;31200;18.00;61;45;31;Evry Val-d'Essonne_18;disc15_18
2012;MASTER LMD;0911975C;Evry Val-d'Essonne;A25;Versailles;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;89;77;98;32100;17.00;61;45;12;Evry Val-d'Essonne_30;disc15_30
2012;MASTER LMD;0911975C;Evry Val-d'Essonne;A25;Versailles;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;88;81;100;31700;17.00;61;45;12;Evry Val-d'Essonne_18;disc15_18
2013;MASTER LMD;0911975C;Evry Val-d'Essonne;A25;Versailles;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;93;87;97;31200;18.00;61;45;31;Evry Val-d'Essonne_30;disc15_30
2012;MASTER LMD;0381840U;Grenoble 3 - Stendhal;A08;Grenoble;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;80;46;80;21300;30.00;61;45;86;Grenoble 3 - Stendhal_18;disc06_18
2012;MASTER LMD;0381840U;Grenoble 3 - Stendhal;A08;Grenoble;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;85;56;72;24800;30.00;61;45;86;Grenoble 3 - Stendhal_30;disc06_30
2014;MASTER LMD;0383493R;Grenoble Alpes;A08;Grenoble;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;85;48;92;28800;35.00;61;45;46;Grenoble Alpes_18;disc13_18
2014;MASTER LMD;0383493R;Grenoble Alpes;A08;Grenoble;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;84;70;97;29100;35.00;61;45;46;Grenoble Alpes_30;disc13_30
2011;MASTER LMD;0681166Y;Mulhouse - Haute Alsace;A15;Strasbourg;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;92;86;100;36900;34.00;61;45;42;Mulhouse - Haute Alsace_30;disc12_30
2013;LICENCE PRO;0681166Y;Mulhouse - Haute Alsace;A15;Strasbourg;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;93;61;94;22600;15.00;61;45;67;Mulhouse - Haute Alsace_18;disc01_18
2013;LICENCE PRO;0681166Y;Mulhouse - Haute Alsace;A15;Strasbourg;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;89;77;94;23400;15.00;61;45;67;Mulhouse - Haute Alsace_30;disc01_30
2010;MASTER LMD;0440984F;Nantes;A17;Nantes;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;92;78;100;29600;31.00;61;45;nd;Nantes_30;disc02_30
2013;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;93;84;96;31200;26.00;61;45;68;Nice - Sophia-Antipolis_30;disc02_30
2013;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;85;66;93;30700;26.00;61;45;68;Nice - Sophia-Antipolis_18;disc02_18
2013;LICENCE PRO;0450855K;Orléans;A18;Orléans-Tours;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;92;68;95;22000;21.00;61;45;61;Orléans_18;disc01_18
2013;LICENCE PRO;0450855K;Orléans;A18;Orléans-Tours;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;97;79;97;22300;21.00;61;45;61;Orléans_30;disc01_30
2014;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;A01;Paris;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;91;34;91;31200;18.00;61;45;62;Paris 1 - Panthéon Sorbonne_18;disc08_18
2014;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;A01;Paris;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;86;44;89;29600;18.00;61;45;62;Paris 1 - Panthéon Sorbonne_30;disc08_30
2013;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;A01;Paris;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;87;68;94;ns;10.00;61;45;59;Paris 2 - Panthéon Assas_18;disc02_18
2013;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;A01;Paris;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;85;85;100;37000;10.00;61;45;59;Paris 2 - Panthéon Assas_30;disc02_30
2014;MASTER LMD;0751721N;Paris René Descartes;A01;Paris;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;95;83;100;38200;21.00;61;45;43;Paris René Descartes_30;disc01_30
2014;MASTER LMD;0751721N;Paris René Descartes;A01;Paris;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;91;72;95;34300;21.00;61;45;43;Paris René Descartes_18;disc01_18
2011;MASTER LMD;0941111X;Paris-Est Créteil;A24;Créteil;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;89;63;97;31200;22.00;61;45;67;Paris-Est Créteil_30;disc11_30
2013;MASTER LMD;0370800U;Tours - François Rabelais;A18;Orléans-Tours;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;78;42;65;23400;32.00;61;45;73;Tours - François Rabelais_18;disc07_18
2013;MASTER LMD;0370800U;Tours - François Rabelais;A18;Orléans-Tours;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;85;55;69;25700;32.00;61;45;73;Tours - François Rabelais_30;disc07_30
2010;MASTER LMD;0801344B;Amiens - Picardie Jules-Verne;A20;Amiens;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;99;84;97;34100;32.00;61;45;nd;Amiens - Picardie Jules-Verne_30;disc10_30
2013;LICENCE PRO;0490970N;Angers;A17;Nantes;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;96;57;99;23300;25.00;61;45;30;Angers_18;disc15_18
2013;LICENCE PRO;0490970N;Angers;A17;Nantes;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;96;85;99;23800;25.00;61;45;30;Angers_30;disc15_30
2014;LICENCE PRO;0290346U;Brest - Bretagne occidentale;A14;Rennes;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;96;79;99;26000;16.00;61;45;5;Brest - Bretagne occidentale_30;disc15_30
2014;LICENCE PRO;0290346U;Brest - Bretagne occidentale;A14;Rennes;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;93;67;99;25000;16.00;61;45;5;Brest - Bretagne occidentale_18;disc15_18
2011;MASTER LMD;0951793H;Cergy-Pontoise;A25;Versailles;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;92;87;100;34300;19.00;61;45;36;Cergy-Pontoise_30;disc12_30
2011;MASTER LMD;0762762P;Le Havre;A21;Rouen;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;92;82;98;30400;32.00;61;45;57;Le Havre_30;disc01_30
2011;MASTER ENS;0870669E;Limoges;A22;Limoges;MEEF;Masters enseignement;disc18;Masters enseignement;30 mois après le diplôme;97;68;88;26500;26.00;61;45;69;Limoges_30;disc18_30
2014;MASTER LMD;0595964M;Littoral - Côte d'Opale;A09;Lille;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;93;78;100;29300;27.00;61;45;39;Littoral - Côte d'Opale_30;disc12_30
2014;MASTER LMD;0595964M;Littoral - Côte d'Opale;A09;Lille;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;86;70;100;27800;27.00;61;45;39;Littoral - Côte d'Opale_18;disc12_18
2014;MASTER LMD;0691774D;Lyon 1 - Claude Bernard;A10;Lyon;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;89;62;100;33000;21.00;61;45;43;Lyon 1 - Claude Bernard_30;disc14_30
2014;MASTER LMD;0691774D;Lyon 1 - Claude Bernard;A10;Lyon;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;79;48;96;32100;21.00;61;45;43;Lyon 1 - Claude Bernard_18;disc14_18
2013;MASTER LMD;0691775E;Lyon 2 - Lumière;A10;Lyon;DEG;Droit, économie et gestion;disc03;Economie;18 mois après le diplôme;74;67;91;27000;28.00;61;45;58;Lyon 2 - Lumière_18;disc03_18
2013;MASTER LMD;0691775E;Lyon 2 - Lumière;A10;Lyon;DEG;Droit, économie et gestion;disc03;Economie;30 mois après le diplôme;86;72;90;26900;28.00;61;45;58;Lyon 2 - Lumière_30;disc03_30
2012;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;79;36;70;22600;29.00;60;45;77;Nice - Sophia-Antipolis_18;disc07_18
2012;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;81;57;78;25000;29.00;60;45;77;Nice - Sophia-Antipolis_30;disc07_30
2011;MASTER LMD;0911101C;Paris 11 - Paris Sud;A25;Versailles;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;86;80;91;30400;21.00;60;45;54;Paris 11 - Paris Sud_30;disc13_30
